          1.00000000         10019.43779912
          2.00000000         10018.59419239
          3.00000000         10032.14752687
          4.00000000         10043.67293415
          5.00000000         10079.67081215
          6.00000000         10090.94605563
          7.00000000         10100.02393049
          8.00000000         10102.71247939
          9.00000000         10114.02259422
         10.00000000         10128.44976211
         11.00000000         10140.05799926
         12.00000000         10145.02989216
         13.00000000         10156.23708218
         14.00000000         10176.17112152
         15.00000000         10200.11760477
         16.00000000         10209.40485853
         17.00000000         10205.76644355
         18.00000000         10213.41251714
         19.00000000         10226.04104606
         20.00000000         10245.02907657
         21.00000000         10252.35509449
         22.00000000         10246.33331948
         23.00000000         10250.79937576
         24.00000000         10266.12589326
         25.00000000         10270.33674328
         26.00000000         10287.56340950
         27.00000000         10320.48351583
         28.00000000         10336.74840491
         29.00000000         10353.35870652
         30.00000000         10360.96413900
         31.00000000         10355.94370100
         32.00000000         10377.99781040
         33.00000000         10373.43594603
         34.00000000         10384.36673762
         35.00000000         10387.60526098
         36.00000000         10384.67730477
         37.00000000         10384.60052477
         38.00000000         10389.44470786
         39.00000000         10392.84144164
         40.00000000         10429.48647507
         41.00000000         10433.47747459
         42.00000000         10460.03129452
         43.00000000         10453.85917100
         44.00000000         10471.44935948
         45.00000000         10489.84201108
         46.00000000         10516.52644837
         47.00000000         10525.04078609
         48.00000000         10542.99016906
         49.00000000         10546.79536953
         50.00000000         10590.74430916
         51.00000000         10590.46510805
         52.00000000         10581.59529938
         53.00000000         10576.99238265
         54.00000000         10591.14869510
         55.00000000         10603.56913057
         56.00000000         10624.38127648
         57.00000000         10623.51944375
         58.00000000         10631.88482956
         59.00000000         10652.03429679
         60.00000000         10651.26616088
         61.00000000         10658.85054132
         62.00000000         10664.67826048
         63.00000000         10672.18311422
         64.00000000         10681.73692559
         65.00000000         10676.32285053
         66.00000000         10665.08020209
         67.00000000         10655.95804445
         68.00000000         10665.85237899
         69.00000000         10653.23994637
         70.00000000         10674.09734252
         71.00000000         10677.40122793
         72.00000000         10705.47130753
         73.00000000         10715.66804126
         74.00000000         10720.92830859
         75.00000000         10730.52530619
         76.00000000         10742.19735074
         77.00000000         10763.61431561
         78.00000000         10775.52927729
         79.00000000         10800.11928905
         80.00000000         10823.65205502
         81.00000000         10845.83365921
         82.00000000         10865.48521382
         83.00000000         10885.94071048
         84.00000000         10906.06854017
         85.00000000         10906.61505893
         86.00000000         10907.82709095
         87.00000000         10925.18307363
         88.00000000         10937.86574005
         89.00000000         10942.95391526
         90.00000000         10959.90100634
         91.00000000         10961.70679176
         92.00000000         10986.08004953
         93.00000000         10984.24900028
         94.00000000         10995.77605015
         95.00000000         10994.27483037
         96.00000000         11005.55451715
         97.00000000         11012.82656161
         98.00000000         11017.06576507
         99.00000000         11026.88352563
        100.00000000         11030.00180503
