                0.04                    1                     0
                0.04                    2                     0
                0.04                    3                     0
                0.04                    4                     0
                0.04                    5                     0
                0.04                    6                     0
                0.04                    7                     0
                0.04                    8                     0
                0.04                    9                     0
                0.04                   10                     0
                0.04                   11                     0
                0.04                   12                     0
                0.04                   13                     0
                0.04                   14                     0
                0.04                   15                     0
                0.04                   16                     0
                0.04                   17                     0
                0.04                   18                     0
                0.04                   19                     0
                0.04                   20                     0
                0.04                   21                     0
                0.04                   22                     0
                0.04                   23                     0
                0.04                   24                     0
                0.04                   25                     0
                0.04                   26                     0
                0.04                   27                     0
                0.04                   28                     0
                0.04                   29                     0
                0.04                   30                     0
                0.04                   31                     0
                0.04                   32                     0
                0.04                   33                     0
                0.04                   34                     0
                0.04                   35                     0
                0.04                   36                     0
                0.04                   37                     0
                0.04                   38                     0
                0.04                   39                     0
                0.04                   40                     0
                0.04                   41                     0
                0.04                   42                     0
                0.04                   43                     0
                0.04                   44                     0
                0.04                   45                     0
                0.04                   46                     0
                0.04                   47        5.6888889e-015
                0.04                   48        3.1963036e-007
                0.04                   49            0.49840224
                0.04                   50            0.50079883
                0.04                   51         0.00079861382
                0.04                   52        5.6894578e-011
                0.04                   53                     0
                0.04                   54                     0
                0.04                   55                     0
                0.04                   56                     0
                0.04                   57                     0
                0.04                   58                     0
                0.04                   59                     0
                0.04                   60                     0
                0.04                   61                     0
                0.04                   62                     0
                0.04                   63                     0
                0.04                   64                     0
                0.04                   65                     0
                0.04                   66                     0
                0.04                   67                     0
                0.04                   68                     0
                0.04                   69                     0
                0.04                   70                     0
                0.04                   71                     0
                0.04                   72                     0
                0.04                   73                     0
                0.04                   74                     0
                0.04                   75                     0
                0.04                   76                     0
                0.04                   77                     0
                0.04                   78                     0
                0.04                   79                     0
                0.04                   80                     0
                0.04                   81                     0
                0.04                   82                     0
                0.04                   83                     0
                0.04                   84                     0
                0.04                   85                     0
                0.04                   86                     0
                0.04                   87                     0
                0.04                   88                     0
                0.04                   89                     0
                0.04                   90                     0
                0.04                   91                     0
                0.04                   92                     0
                0.04                   93                     0
                0.04                   94                     0
                0.04                   95                     0
                0.04                   96                     0
                0.04                   97                     0
                0.04                   98                     0
                0.04                   99                     0
                0.04                  100                     0
                 0.4                    1                     0
                 0.4                    2                     0
                 0.4                    3                     0
                 0.4                    4                     0
                 0.4                    5                     0
                 0.4                    6                     0
                 0.4                    7                     0
                 0.4                    8                     0
                 0.4                    9                     0
                 0.4                   10                     0
                 0.4                   11                     0
                 0.4                   12                     0
                 0.4                   13                     0
                 0.4                   14                     0
                 0.4                   15                     0
                 0.4                   16                     0
                 0.4                   17                     0
                 0.4                   18                     0
                 0.4                   19                     0
                 0.4                   20                     0
                 0.4                   21                     0
                 0.4                   22                     0
                 0.4                   23                     0
                 0.4                   24                     0
                 0.4                   25                     0
                 0.4                   26                     0
                 0.4                   27                     0
                 0.4                   28                     0
                 0.4                   29        1.8177932e-140
                 0.4                   30        5.0095282e-129
                 0.4                   31        5.2967327e-119
                 0.4                   32        1.1146958e-109
                 0.4                   33         7.786024e-101
                 0.4                   34        2.3039888e-092
                 0.4                   35        3.3141334e-084
                 0.4                   36        2.5195336e-076
                 0.4                   37        1.0662816e-068
                 0.4                   38        2.5902633e-061
                 0.4                   39        3.6653069e-054
                 0.4                   40        3.0243227e-047
                 0.4                   41         1.437537e-040
                 0.4                   42        3.8326012e-034
                 0.4                   43        5.4809208e-028
                 0.4                   44        3.9225114e-022
                 0.4                   45        1.2623563e-016
                 0.4                   46         1.540537e-011
                 0.4                   47        5.3124556e-007
                 0.4                   48          0.0028480276
                 0.4                   49            0.36110702
                 0.4                   50            0.56890058
                 0.4                   51           0.067091629
                 0.4                   52        5.2178409e-005
                 0.4                   53        3.4400258e-009
                 0.4                   54        5.0501511e-014
                 0.4                   55        2.4805302e-019
                 0.4                   56        5.0841457e-025
                 0.4                   57        4.9724657e-031
                 0.4                   58        2.5290058e-037
                 0.4                   59        7.0734059e-044
                 0.4                   60        1.1267897e-050
                 0.4                   61        1.0420867e-057
                 0.4                   62        5.6259836e-065
                 0.4                   63        1.7594691e-072
                 0.4                   64         3.117447e-080
                 0.4                   65        3.0054742e-088
                 0.4                   66         1.475955e-096
                 0.4                   67        3.3186936e-105
                 0.4                   68        2.8518336e-114
                 0.4                   69        6.6461318e-124
                 0.4                   70         1.817795e-134
                 0.4                   71                     0
                 0.4                   72                     0
                 0.4                   73                     0
                 0.4                   74                     0
                 0.4                   75                     0
                 0.4                   76                     0
                 0.4                   77                     0
                 0.4                   78                     0
                 0.4                   79                     0
                 0.4                   80                     0
                 0.4                   81                     0
                 0.4                   82                     0
                 0.4                   83                     0
                 0.4                   84                     0
                 0.4                   85                     0
                 0.4                   86                     0
                 0.4                   87                     0
                 0.4                   88                     0
                 0.4                   89                     0
                 0.4                   90                     0
                 0.4                   91                     0
                 0.4                   92                     0
                 0.4                   93                     0
                 0.4                   94                     0
                 0.4                   95                     0
                 0.4                   96                     0
                 0.4                   97                     0
                 0.4                   98                     0
                 0.4                   99                     0
                 0.4                  100                     0
                0.76                    1                     0
                0.76                    2                     0
                0.76                    3                     0
                0.76                    4                     0
                0.76                    5                     0
                0.76                    6                     0
                0.76                    7                     0
                0.76                    8                     0
                0.76                    9                     0
                0.76                   10                     0
                0.76                   11        5.8084667e-266
                0.76                   12        1.9931606e-253
                0.76                   13        2.2915627e-242
                0.76                   14        4.9111172e-232
                0.76                   15        3.4224251e-222
                0.76                   16        1.0224895e-212
                0.76                   17         1.542405e-203
                0.76                   18        1.3072616e-194
                0.76                   19        6.7059365e-186
                0.76                   20        2.1977524e-177
                0.76                   21        4.7920647e-169
                0.76                   22        7.1706065e-161
                0.76                   23         7.542389e-153
                0.76                   24        5.6820223e-145
                0.76                   25        3.1105756e-137
                0.76                   26        1.2512565e-129
                0.76                   27        3.7290802e-122
                0.76                   28        8.2815409e-115
                0.76                   29        1.3753453e-107
                0.76                   30        1.7105742e-100
                0.76                   31        1.5924825e-093
                0.76                   32        1.1069275e-086
                0.76                   33        5.7186231e-080
                0.76                   34        2.1809823e-073
